date,strategy,active
2019-06-07,cls_practical,False
2019-06-14,cls_practical,False
2019-06-21,cls_practical,False
2019-06-28,cls_practical,True
2019-07-05,cls_practical,False
2019-07-12,cls_practical,False
2019-07-19,cls_practical,True
2019-07-26,cls_practical,False
2019-08-02,cls_practical,False
2019-08-09,cls_practical,False
2019-08-16,cls_practical,False
2019-08-23,cls_practical,False
2019-08-30,cls_practical,True
2019-09-06,cls_practical,False
2019-09-13,cls_practical,False
2019-09-20,cls_practical,True
2019-09-27,cls_practical,False
2019-10-04,cls_practical,True
2019-10-11,cls_practical,True
2019-10-18,cls_practical,False
2019-10-25,cls_practical,True
2019-11-01,cls_practical,True
2019-11-08,cls_practical,False
2019-11-15,cls_practical,False
2019-11-22,cls_practical,True
2019-11-29,cls_practical,False
2019-12-06,cls_practical,True
2019-12-13,cls_practical,False
2019-12-20,cls_practical,False
2019-12-27,cls_practical,False
2020-01-03,cls_practical,False
2020-01-10,cls_practical,True
2020-01-17,cls_practical,False
2020-01-24,cls_practical,True
2020-01-31,cls_practical,True
2020-02-07,cls_practical,True
2020-02-14,cls_practical,False
2020-02-21,cls_practical,True
2020-02-28,cls_practical,False
2020-03-06,cls_practical,False
2020-03-13,cls_practical,False
2020-03-20,cls_practical,False
2020-03-27,cls_practical,True
2020-04-03,cls_practical,True
2020-04-10,cls_practical,True
2020-04-17,cls_practical,True
2020-04-24,cls_practical,True
2020-05-01,cls_practical,False
2020-05-08,cls_practical,True
2020-05-15,cls_practical,False
2020-05-22,cls_practical,False
2020-05-29,cls_practical,False
2020-06-05,cls_practical,True
2020-06-12,cls_practical,True
2020-06-19,cls_practical,False
2020-06-26,cls_practical,True
2020-07-03,cls_practical,True
2020-07-10,cls_practical,True
2020-07-17,cls_practical,False
2020-07-24,cls_practical,False
2020-07-31,cls_practical,False
2020-08-07,cls_practical,True
2020-08-14,cls_practical,False
2020-08-21,cls_practical,False
2020-08-28,cls_practical,True
2020-09-04,cls_practical,False
2020-09-11,cls_practical,True
2020-09-18,cls_practical,False
2020-09-25,cls_practical,True
2020-10-02,cls_practical,False
2020-10-09,cls_practical,False
2020-10-16,cls_practical,False
2020-10-23,cls_practical,False
2020-10-30,cls_practical,False
2020-11-06,cls_practical,False
2020-11-13,cls_practical,False
2020-11-20,cls_practical,False
2020-11-27,cls_practical,False
2020-12-04,cls_practical,False
2020-12-11,cls_practical,False
2020-12-18,cls_practical,False
2020-12-25,cls_practical,False
2021-01-01,cls_practical,True
2021-01-08,cls_practical,False
2021-01-15,cls_practical,False
2021-01-22,cls_practical,False
2021-01-29,cls_practical,False
2021-02-05,cls_practical,False
2021-02-12,cls_practical,False
2021-02-19,cls_practical,True
2021-02-26,cls_practical,True
2021-03-05,cls_practical,True
2021-03-12,cls_practical,True
2021-03-19,cls_practical,True
2021-03-26,cls_practical,True
2021-04-02,cls_practical,False
2021-04-09,cls_practical,False
2021-04-16,cls_practical,False
2021-04-23,cls_practical,True
2021-04-30,cls_practical,False
2021-05-07,cls_practical,True
2021-05-14,cls_practical,True
2021-05-21,cls_practical,True
2021-05-28,cls_practical,True
2021-06-04,cls_practical,False
2021-06-11,cls_practical,False
2021-06-18,cls_practical,True
2021-06-25,cls_practical,False
2021-07-02,cls_practical,True
2021-07-09,cls_practical,False
2021-07-16,cls_practical,False
2021-07-23,cls_practical,True
2021-07-30,cls_practical,True
2021-08-06,cls_practical,False
2021-08-13,cls_practical,False
2021-08-20,cls_practical,False
2021-08-27,cls_practical,False
2021-09-03,cls_practical,False
2021-09-10,cls_practical,False
2021-09-17,cls_practical,True
2021-09-24,cls_practical,False
2021-10-01,cls_practical,True
2021-10-08,cls_practical,True
2021-10-15,cls_practical,False
2021-10-22,cls_practical,True
2021-10-29,cls_practical,False
2021-11-05,cls_practical,True
2021-11-12,cls_practical,True
2021-11-19,cls_practical,False
2021-11-26,cls_practical,False
2021-12-03,cls_practical,False
2021-12-10,cls_practical,True
2021-12-17,cls_practical,True
2021-12-24,cls_practical,False
2021-12-31,cls_practical,True
2022-01-07,cls_practical,False
2022-01-14,cls_practical,False
2022-01-21,cls_practical,False
2022-01-28,cls_practical,True
2022-02-04,cls_practical,False
2022-02-11,cls_practical,False
2022-02-18,cls_practical,False
2022-02-25,cls_practical,False
2022-03-04,cls_practical,True
2022-03-11,cls_practical,False
2022-03-18,cls_practical,False
2022-03-25,cls_practical,True
2022-04-01,cls_practical,False
2022-04-08,cls_practical,False
2022-04-15,cls_practical,True
2022-04-22,cls_practical,False
2022-04-29,cls_practical,True
2022-05-06,cls_practical,True
2022-05-13,cls_practical,True
2022-05-20,cls_practical,True
2022-05-27,cls_practical,False
2022-06-03,cls_practical,True
2022-06-10,cls_practical,True
2022-06-17,cls_practical,True
2022-06-24,cls_practical,False
2022-07-01,cls_practical,False
2022-07-08,cls_practical,False
2022-07-15,cls_practical,True
2022-07-22,cls_practical,True
2022-07-29,cls_practical,False
2022-08-05,cls_practical,False
2022-08-12,cls_practical,False
2022-08-19,cls_practical,True
2022-08-26,cls_practical,True
2022-09-02,cls_practical,False
2022-09-09,cls_practical,False
2022-09-16,cls_practical,False
2022-09-23,cls_practical,False
2022-09-30,cls_practical,True
2022-10-07,cls_practical,False
2022-10-14,cls_practical,True
2022-10-21,cls_practical,False
2022-10-28,cls_practical,False
2022-11-04,cls_practical,True
2022-11-11,cls_practical,True
2022-11-18,cls_practical,False
2022-11-25,cls_practical,False
2022-12-02,cls_practical,False
2022-12-09,cls_practical,True
2022-12-16,cls_practical,False
2022-12-23,cls_practical,False
2022-12-30,cls_practical,True
2023-01-06,cls_practical,True
2023-01-13,cls_practical,False
2023-01-20,cls_practical,True
2023-01-27,cls_practical,True
2023-02-03,cls_practical,True
2023-02-10,cls_practical,True
2023-02-17,cls_practical,True
2023-02-24,cls_practical,False
2023-03-03,cls_practical,True
