entry_time,exit_time,direction,r_multiple,exit_reason,initial_risk
2019-09-30 09:45:00-04:00,2019-09-30 11:30:00-04:00,1,3.955197098547997,target,1.6619974306649965
2019-10-03 09:45:00-04:00,2019-10-03 09:50:00-04:00,1,-1.0306649598744564,stop,2.3551206066954364
2019-10-04 09:55:00-04:00,2019-10-04 10:30:00-04:00,1,-1.0248767936765477,stop,2.9402934330782955
2019-10-10 09:45:00-04:00,2019-10-10 09:50:00-04:00,1,3.96991343021774,target,2.4361264646772725
2019-12-04 09:45:00-05:00,2019-12-04 16:00:00-05:00,1,-1.0358458245209412,stop,2.1686480801749894
2020-01-08 09:45:00-05:00,2020-01-08 10:30:00-05:00,1,-1.035409361070716,stop,2.2891792144250758
2020-01-27 09:45:00-05:00,2020-01-27 10:00:00-05:00,1,-1.025231731289883,stop,3.217044609514687
2020-01-28 10:00:00-05:00,2020-01-28 10:05:00-05:00,1,-1.0336951296286014,stop,2.4187937560941464
2020-01-30 09:45:00-05:00,2020-01-30 09:50:00-05:00,1,-1.0265643892811978,stop,3.0697739865759104
2020-02-03 09:45:00-05:00,2020-02-03 10:00:00-05:00,1,3.9674949487208377,target,2.507079229730607
2020-02-04 09:45:00-05:00,2020-02-04 10:35:00-05:00,1,3.9611854322956446,target,2.124770114076
2020-02-24 09:45:00-05:00,2020-02-24 10:20:00-05:00,1,-1.0161712974622945,stop,5.023861739866788
2020-02-26 10:40:00-05:00,2020-02-26 11:00:00-05:00,1,-1.0109709244100735,stop,7.2206944086578915
2020-03-26 09:55:00-04:00,2020-03-26 11:25:00-04:00,1,3.9945648239322002,target,11.891188818112369
2020-03-30 10:15:00-04:00,2020-03-30 14:50:00-04:00,1,3.9927331173735228,target,9.00013519049753
2020-04-01 10:05:00-04:00,2020-04-01 10:30:00-04:00,1,-1.0086295007206272,stop,7.239058987258431
2020-04-06 09:45:00-04:00,2020-04-06 09:55:00-04:00,1,3.9860854311936667,target,4.6843747844986865
2020-04-09 09:55:00-04:00,2020-04-09 10:05:00-04:00,1,-1.0075436855347764,stop,9.265380732616904
2020-04-14 09:45:00-04:00,2020-04-14 10:55:00-04:00,1,-1.0144703040582814,stop,4.876273498539831
2020-04-17 10:00:00-04:00,2020-04-17 10:05:00-04:00,1,-1.0137407224075372,stop,5.198611224508113
2020-04-20 09:45:00-04:00,2020-04-20 10:00:00-04:00,1,-1.0150233138713225,stop,4.7169254381042265
2020-04-21 09:55:00-04:00,2020-04-21 10:10:00-04:00,1,-1.0107551778851158,stop,6.443350212628957
2020-04-23 10:20:00-04:00,2020-04-23 11:45:00-04:00,1,-1.016650276904186,stop,4.241864690996863
2020-04-29 09:45:00-04:00,2020-04-29 10:05:00-04:00,1,-1.014362211898764,stop,5.07790021368146
2020-05-04 10:00:00-04:00,2020-05-04 11:00:00-04:00,1,-1.0164569764044045,stop,4.2704426254786085
2020-05-05 09:45:00-04:00,2020-05-05 12:00:00-04:00,1,3.981460169425555,target,3.9053667018279157
2020-05-07 09:50:00-04:00,2020-05-07 10:00:00-04:00,1,-1.0226306861514918,stop,3.1907302068038916
2020-05-08 10:05:00-04:00,2020-05-08 10:10:00-04:00,1,-1.022656313495555,stop,3.2160978508591143
2020-05-13 10:25:00-04:00,2020-05-13 10:45:00-04:00,1,-1.014433842602932,stop,4.956952206917322
2020-05-15 09:50:00-04:00,2020-05-15 10:50:00-04:00,1,-1.0128129311984766,stop,5.52536637065441
2020-05-18 09:45:00-04:00,2020-05-18 09:50:00-04:00,1,-1.0182195297405203,stop,4.033983936794357
2020-06-15 09:50:00-04:00,2020-06-15 11:00:00-04:00,1,3.9886001085923763,target,6.617828594510684
2020-06-18 09:45:00-04:00,2020-06-18 10:30:00-04:00,1,-1.0141424951885918,stop,5.482651718168199
2020-06-22 09:50:00-04:00,2020-06-22 11:00:00-04:00,1,-1.02124117791149,stop,3.6363284716167072
2020-06-30 09:45:00-04:00,2020-06-30 09:50:00-04:00,1,-1.0226626792112685,stop,3.3721193727742502
2020-07-24 10:05:00-04:00,2020-07-24 10:10:00-04:00,1,-1.0235898995066521,stop,3.4075737508428574
2020-07-27 09:45:00-04:00,2020-07-27 09:55:00-04:00,1,3.9660766486708683,target,2.3835460493883147
2020-07-29 09:55:00-04:00,2020-07-29 10:55:00-04:00,1,3.9616854196931524,target,2.1166220182390134
2020-08-20 09:45:00-04:00,2020-08-20 10:50:00-04:00,1,3.9676849900528977,target,2.6124702151187194
2020-09-07 09:45:00-04:00,2020-09-07 09:55:00-04:00,1,-1.025971772750711,stop,3.2947692047027886
2020-09-09 09:50:00-04:00,2020-09-09 10:25:00-04:00,1,3.9821422377506113,target,4.756413580883873
2020-09-10 09:45:00-04:00,2020-09-10 09:50:00-04:00,1,-1.0179412011627904,stop,4.76371514587845
2020-09-14 09:45:00-04:00,2020-09-14 10:05:00-04:00,1,3.9712306029618145,target,2.9495210122304343
2020-09-17 09:50:00-04:00,2020-09-17 10:10:00-04:00,1,3.981308049752464,target,4.4952029346022755
2020-09-23 09:45:00-04:00,2020-09-23 09:50:00-04:00,1,-1.0321988534609647,stop,2.5777783435341917
2020-09-24 09:45:00-04:00,2020-09-24 10:05:00-04:00,1,3.983629514231683,target,4.963331764949089
