date,account,signals_scanned,orders_sent,orders_skipped,orders_error,symbols_sent,baseline_equity,current_equity,floating_pnl,daily_pnl_pct,open_positions,drawdown_halted,connection_error,hourly_breakdown
2026-08-06,"Konto 2 (TTP, Demo)",21,1,18,0,D,101174.65,100680.94,331.68,-0.0048797796681282505,ADI(+69.55); LUV(+97.96); TROW(+57.04); AAPL(+113.85); MAR(+170.85); CMI(+132.84); UNH(-132.43); CVS(-145.26); D(-32.72),False,,"[{""time"": ""15:38"", ""signals_scanned"": 3, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 1, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:37"", ""signals_scanned"": 3, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 1, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:38"", ""signals_scanned"": 3, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 3, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:35"", ""signals_scanned"": 3, ""sent"": 1, ""sent_symbols"": [""D""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:35"", ""signals_scanned"": 3, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 3, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-06,Konto 3 (Tickmill),28,0,27,1,,3679.54,3606.89,-23.830000000000002,-0.019744315865570176,TROW(+11.25); AAPL(+18.23); MAR(+19.90); UNH(-33.90); CVS(-36.53); D(-2.78),False,,"[{""time"": ""15:38"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 1, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:37"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:38"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 1, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-07,Konto 1 (TTP),60,2,53,0,D;MNST,101052.73,101445.5,722.17,0.003886782672769,LUV(+98.10); AMD(+199.08); UPS(-59.52); CAT(+40.94); WM(+12.69); TROW(+77.50); AAPL(+153.00); MAR(+116.85); CMI(+203.35); UNH(-16.91); CVS(-226.05); REG(-63.36); ROK(-17.40); D(+170.30); MNST(+33.60),False,,"[{""time"": ""15:35"", ""signals_scanned"": 12, ""sent"": 1, ""sent_symbols"": [""D""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 1, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:37"", ""signals_scanned"": 4, ""sent"": 1, ""sent_symbols"": [""MNST""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-07,"Konto 2 (TTP, Demo)",49,1,42,0,REG,100512.43,101311.7,973.9499999999999,0.007951951813323031,ADI(+216.97); LUV(+99.82); TROW(+73.78); AAPL(+120.78); MAR(+116.85); CMI(+141.56); UNH(-16.91); CVS(-221.94); D(+392.64); REG(+50.40),False,,"[{""time"": ""15:35"", ""signals_scanned"": 7, ""sent"": 1, ""sent_symbols"": [""REG""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:35"", ""signals_scanned"": 7, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:35"", ""signals_scanned"": 7, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 7, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 1, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:37"", ""signals_scanned"": 7, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:35"", ""signals_scanned"": 7, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 7, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 6, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-07,Konto 3 (Tickmill),60,1,57,0,MNST,3519.33,3672.12,43.57,0.04341451355797835,TROW(+14.00); AAPL(+19.24); MAR(+13.59); UNH(-7.48); CVS(-56.02); D(+69.84); REG(-10.55); ROK(-3.61); MNST(+4.56),False,,"[{""time"": ""15:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 12, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 12, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 12, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 12, ""error"": 0, ""be_moved"": 1, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:37"", ""signals_scanned"": 4, ""sent"": 1, ""sent_symbols"": [""MNST""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 4, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 3, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-09,Konto 1 (TTP),0,0,0,0,,,101283.95,573.55,,LUV(+100.35); AMD(+219.31); UPS(-70.56); CAT(+42.14); WM(+8.64); TROW(+75.02); AAPL(+153.00); MAR(+92.85); CMI(+200.00); UNH(-57.00); CVS(-237.05); REG(-75.84); ROK(-35.76); D(+134.93); MNST(+23.52),False,,[]
2026-08-09,"Konto 2 (TTP, Demo)",0,0,0,0,,,101105.17,779.9399999999999,,ADI(+219.44); LUV(+102.92); TROW(+71.30); AAPL(+120.78); MAR(+92.85); CMI(+138.88); UNH(-57.00); CVS(-232.74); D(+282.21); REG(+41.30),False,,[]
2026-08-09,Konto 3 (Tickmill),0,0,0,0,,,3624.06,2.3799999999999986,,TROW(+13.60); AAPL(+19.26); MAR(+10.83); UNH(-16.61); CVS(-58.84); D(+51.21); REG(-12.81); ROK(-7.58); MNST(+3.32),False,,[]
2026-08-10,Konto 1 (TTP),49,1,43,0,CVS,101076.84,100800.75,143.26000000000002,-0.0027314862633220083,UPS(-73.44); CAT(+30.72); AAPL(+81.84); CMI(+170.55); UNH(-26.98); REG(-140.16); ROK(-76.68); D(+113.97); MNST(+53.20); CVS(+10.24),False,,"[{""time"": ""15:38"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 5, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:35"", ""signals_scanned"": 5, ""sent"": 1, ""sent_symbols"": [""CVS""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:35"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:35"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:37"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-10,"Konto 2 (TTP, Demo)",14,0,14,0,,100944.18,100456.04,82.74,-0.0048357418922021994,CMI(+115.32); UNH(-26.98); REG(-5.60),False,,"[{""time"": ""15:38"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:35"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:35"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:35"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:37"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 2, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 2, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
2026-08-10,Konto 3 (Tickmill),49,1,43,0,CVS,3620.22,3538.82,-42.4,-0.022484821364447367,UNH(-9.79); REG(-24.44); ROK(-16.45); MNST(+6.93); CVS(+1.35),False,,"[{""time"": ""15:38"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 5, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""16:35"", ""signals_scanned"": 5, ""sent"": 1, ""sent_symbols"": [""CVS""], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""17:35"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""18:35"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""19:35"", ""signals_scanned"": 5, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 4, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""20:37"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}, {""time"": ""21:35"", ""signals_scanned"": 12, ""sent"": 0, ""sent_symbols"": [], ""pending_placed"": 0, ""pending_symbols"": [], ""skipped"": 11, ""error"": 0, ""be_moved"": 0, ""pending_cancelled"": 0, ""drawdown_halted"": false, ""scan_failed"": false}]"
