,p5,p25,p50,p75,p95
2020-11-23,87733.12587417306,98931.22813035571,106295.68544957784,114698.92571422861,126085.63906350733
2020-11-24,87778.2220579937,98949.71301347301,106336.50275733075,114799.84007701992,126229.5537689745
2020-11-25,87860.65829367825,98932.45888727333,106334.40169705235,114728.9111556196,126141.76862913587
2020-11-26,87973.60363629318,98932.45888727333,106471.24223755376,114692.33771643894,126234.5887029456
2020-11-27,87980.58810738543,98931.22813035571,106334.40169705235,114769.66091567703,126093.19331655277
2020-11-30,87899.67731509848,98982.18765276296,106415.1672677256,114781.68762986263,126368.84238069504
2020-12-01,87831.2035486162,99059.90718800049,106365.9943717697,114816.27628992454,126421.43369372551
2020-12-02,87884.4743559852,99030.01140597826,106334.40169705235,114686.97859822046,126421.43369372551
2020-12-03,87874.97244405937,99142.70769604997,106318.19702176262,114707.58931309765,126414.70268251456
2020-12-04,87850.56203703173,99024.96421402624,106422.22933703203,114706.31823348839,126421.43369372551
2020-12-07,87861.59560016883,99092.14540567753,106316.0347908937,114734.24022203266,126421.43369372551
2020-12-08,87880.05632609296,99136.66140575183,106299.5286050613,114762.89601761164,126405.05061451474
2020-12-09,87861.51995446255,99037.85898365697,106288.68273054616,114748.40464057594,126410.473945578
2020-12-10,87861.51995446255,99021.1374900451,106277.12180999015,114829.4684784482,126421.43369372551
2020-12-11,87780.81162196356,99112.09464113643,106367.83092672713,114851.31471166931,126420.36045195746
2020-12-14,87733.12587417306,99105.69173493423,106449.27595768574,114893.02821036874,126450.67896529842
2020-12-15,87780.81162196356,99191.259291498,106514.95389681567,114924.3228287001,126677.40540465993
2020-12-16,87780.81162196356,99191.259291498,106503.42248154471,114899.45799533503,126513.10962878545
2020-12-17,87780.87525515177,99225.73611541413,106479.52867138776,115033.8724390495,126442.74938302749
