mode,mtd,max_hold_h,tp_mode,tp_r,stop_atr,be,sharpe,calmar,cagr,max_drawdown,n_trades,win_rate,profit_factor,avg_return_pct,avg_hold_bars,exit_reason_counts
sweep,0.5,24,atr,5.0,2.0,0.5,-0.7644172820264015,-0.5853839260914554,-0.08781285426806118,-0.15000899470263562,124,0.20161290322580644,0.7743595091797162,-0.0010021014566803693,41.435483870967744,"{'breakeven': 53, 'stop': 45, 'max_hold': 19, 'target': 7}"
sweep,0.5,24,atr,5.0,2.0,1.0,-0.7280139800583733,-0.5342559121358326,-0.08903606386396357,-0.1666543352005555,114,0.2631578947368421,0.7922214883273047,-0.0011005033320264607,48.10526315789474,"{'stop': 55, 'max_hold': 27, 'breakeven': 25, 'target': 7}"
sweep,0.5,24,atr,5.0,3.0,,-0.0854986622985248,-0.13370408060794034,-0.01952552047585654,-0.14603533704488125,94,0.40425531914893614,0.970128127777337,-0.00018289388791266258,65.29787234042553,"{'max_hold': 46, 'stop': 43, 'target': 5}"
sweep,0.5,24,atr,5.0,3.0,0.5,-0.4348808764967692,-0.35899642467621873,-0.05868100993297076,-0.1634584800834592,108,0.26851851851851855,0.8606207067159425,-0.0007128862248992071,53.907407407407405,"{'breakeven': 38, 'stop': 38, 'max_hold': 27, 'target': 5}"
sweep,0.5,24,atr,5.0,3.0,1.0,0.17421372294071352,0.11162943975759575,0.014445718391576046,-0.1294077836719869,98,0.3877551020408163,1.0603321712405824,0.00032818130059009755,61.13265306122449,"{'stop': 40, 'max_hold': 38, 'breakeven': 15, 'target': 5}"
sweep,0.5,48,h4_level,,0.5,,-0.42290615406872756,-0.32231159375142077,-0.04445155023335434,-0.13791483488377743,141,0.3120567375886525,0.8981718129808048,-0.00041987251399657784,25.19858156028369,"{'stop': 97, 'target': 41, 'max_hold': 3}"
sweep,0.5,48,h4_level,,0.5,0.5,-0.17561896187155437,-0.14963366953083437,-0.02168035868830498,-0.1448895743603842,186,0.22580645161290322,0.9548200095270314,-0.00013355933612214617,14.74731182795699,"{'stop': 79, 'breakeven': 65, 'target': 41, 'max_hold': 1}"
sweep,0.5,48,h4_level,,0.5,1.0,-0.11082106501092187,-0.1126573466598739,-0.01573931138010043,-0.1397095870508943,162,0.25925925925925924,0.9711539034439131,-9.78388762490042e-05,19.209876543209877,"{'stop': 85, 'target': 41, 'breakeven': 35, 'max_hold': 1}"
sweep,0.5,48,h4_level,,1.0,,-0.30346190562969344,-0.24556865483836599,-0.035045917094287504,-0.14271331623066807,126,0.35714285714285715,0.9215216303069869,-0.0003548239160954599,30.27777777777778,"{'stop': 79, 'target': 44, 'max_hold': 3}"
sweep,0.5,48,h4_level,,1.0,0.5,0.02460563784120656,-0.018307283645914406,-0.002682850373663892,-0.14654551846978225,160,0.26875,1.0065086914384267,2.1463444415872976e-05,19.3,"{'stop': 63, 'breakeven': 53, 'target': 43, 'max_hold': 1}"
sweep,0.5,48,h4_level,,1.0,1.0,0.007654837557855554,-0.03170809651775942,-0.004259883019824162,-0.13434685419978587,135,0.31851851851851853,1.0016050080345908,6.2300532797244295e-06,26.185185185185187,"{'stop': 70, 'target': 42, 'breakeven': 21, 'max_hold': 2}"
sweep,0.5,48,h4_level,,1.5,,-0.45596665652638524,-0.34817873449627845,-0.05334231161467606,-0.15320381841196629,117,0.39316239316239315,0.8813615342628952,-0.000613887856427096,34.35042735042735,"{'stop': 67, 'target': 46, 'max_hold': 4}"
sweep,0.5,48,h4_level,,1.5,0.5,-0.10130053200455855,-0.11495329119735136,-0.016309255125711353,-0.14187723514337391,141,0.3049645390070922,0.9714713647205794,-0.00011216683828191003,25.25531914893617,"{'stop': 55, 'target': 44, 'breakeven': 41, 'max_hold': 1}"
sweep,0.5,48,h4_level,,1.5,1.0,-0.3342406808900162,-0.2732010189254333,-0.04000003673369679,-0.1464124727317151,123,0.35772357723577236,0.9102696817176299,-0.0004204702989074756,31.878048780487806,"{'stop': 63, 'target': 45, 'breakeven': 14, 'max_hold': 1}"
sweep,0.5,48,h4_level,,2.0,,-0.09517842265526721,-0.12440986385801749,-0.01616689442007202,-0.12994865454175286,111,0.44144144144144143,0.9727337109285289,-0.00013991550695979834,39.93693693693694,"{'stop': 55, 'target': 51, 'max_hold': 5}"
